"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-01-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 도로명주소"
"시도 : 전체"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"151","서울특별시 구로구 구로동","집합","5**","구로중앙로28길","제2종일반주거","제2종근린생활","8m미만","24.00"," ","18,750","1","-","-","202301","31","","2021","-","중개거래","경기 부천시"
"152","서울특별시 구로구 구로동","집합","5**","구로중앙로28길","제2종일반주거","제2종근린생활","8m미만","24.00"," ","18,750","1","-","-","202301","31","","2021","-","중개거래","경기 부천시"
"153","대구광역시 북구 침산동","집합","4**","침산남로","제3종일반주거","기타","25m이상","129.98"," ","3,120","4","-","-","202301","31","지분","2008","-","직거래","-"
"154","강원특별자치도 고성군 토성면 신평리","집합","7**","","계획관리","숙박","12m미만","90.45"," ","2,070","21","-","-","202301","31","지분","2019","-","직거래","-"
"155","경상북도 칠곡군 지천면 신리","일반","7*","상지1길","계획관리","제2종근린생활","8m미만","190.10","405.00","40,500","","-","-","202301","31","","2023","20230321","중개거래","대구 서구"
"156","강원특별자치도 고성군 토성면 신평리","집합","7**","","계획관리","숙박","12m미만","90.45"," ","3,005","23","-","-","202301","31","지분","2019","-","직거래","-"
"157","강원특별자치도 고성군 토성면 신평리","집합","7**","","계획관리","숙박","12m미만","90.45"," ","3,005","23","-","-","202301","31","지분","2019","20230224","직거래","-"
"158","강원특별자치도 고성군 토성면 신평리","집합","7**","","계획관리","숙박","12m미만","90.45"," ","2,905","23","-","-","202301","31","지분","2019","-","직거래","-"
"159","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","제2종근린생활","25m미만","39.24"," ","41,500","2","-","-","202301","31","","2019","-","중개거래","서울 강서구"
"160","경기도 의정부시 민락동","집합","8**","천보로","준주거","제2종근린생활","25m이상","67.72"," ","26,000","20","-","-","202301","31","","2020","-","중개거래","경기 포천시"
"161","경기도 광명시 철산동","집합","6**","가림로","제3종일반주거","제2종근린생활","12m미만","27.30"," ","27,000","1","-","-","202301","31","","2002","-","직거래","-"
"162","경상북도 포항시 남구 구룡포읍 병포리","일반","8*","병포길","제2종일반주거","제1종근린생활","8m미만","95.00","206.00","8,500","","-","-","202301","31","","2002","-","직거래","-"
"163","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","31.28"," ","16,244","18","-","-","202301","31","","","-","직거래","-"
"164","인천광역시 계양구 계산동","집합","1***","오조산로45번길","일반상업","제2종근린생활","25m미만","143.67"," ","27,000","2","-","-","202301","31","","2002","-","중개거래","서울 구로구 인천 계양구"
"165","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","33.87"," ","17,593","18","-","-","202301","31","","","-","직거래","-"
"166","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","33.87"," ","17,593","18","-","-","202301","31","","","-","직거래","-"
"167","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","31.28"," ","16,244","18","-","-","202301","31","","","-","직거래","-"
"168","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","69.95"," ","36,332","18","-","-","202301","31","","","-","직거래","-"
"169","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","34.85"," ","18,099","18","-","-","202301","31","","","-","직거래","-"
"170","충청남도 천안시 서북구 불당동","집합","7**","검은들3길","일반상업","제2종근린생활","25m미만","69.07"," ","63,000","1","-","-","202301","31","","2005","-","중개거래","충남 천안서북구"
"171","인천광역시 미추홀구 주안동","집합","1***","경인로","일반상업","제1종근린생활","25m이상","61.41"," ","25,000","6","-","-","202301","31","","2022","-","직거래","-"
"172","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","33.79"," ","17,549","18","-","-","202301","31","","","-","직거래","-"
"173","강원특별자치도 속초시 중앙동","집합","4**","중앙로147번길","일반상업","제1종근린생활","8m미만","9.60"," ","2,500","","-","-","202301","31","","1990","-","중개거래","강원 속초시"
"174","대구광역시 달성군 다사읍 매곡리","집합","1***","달구벌대로","일반상업","제1종근린생활","25m이상","28.15"," ","22,900","1","-","-","202301","31","","2008","-","직거래","-"
"175","인천광역시 계양구 계산동","집합","9**","하느재로","제2종일반주거","판매","12m미만","22.68"," ","400","","-","-","202301","31","","1991","-","직거래","-"
"176","제주특별자치도 제주시 한림읍 협재리","집합","2***","금능남로","자연녹지","숙박","25m이상","119.91"," ","275","1","-","-","202301","31","지분","2011","-","직거래","-"
"177","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","25.87"," ","13,437","18","-","-","202301","31","","","-","직거래","-"
"178","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","25.87"," ","13,437","18","-","-","202301","31","","","-","직거래","-"
"179","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","34.01"," ","17,662","18","-","-","202301","31","","","-","직거래","-"
"180","경기도 화성시 정남면 제기리","일반","3**","덕절제기길","계획관리","제2종근린생활","-","724.20","1593.00","197,670","","-","-","202301","31","","2023","-","중개거래","경기 화성시"
"181","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","34.85"," ","18,099","18","-","-","202301","31","","","-","직거래","-"
"182","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","34.85"," ","18,099","18","-","-","202301","31","","","-","직거래","-"
"183","경기도 광명시 일직동","집합","5**","일직로","준주거","업무","25m이상","34.78"," ","18,062","18","-","-","202301","31","","","-","직거래","-"
"184","경상남도 김해시 관동동","집합","4**","계동로","제3종일반주거","제2종근린생활","25m미만","100.80"," ","11,900","3","-","-","202301","31","","2005","-","중개거래","경남 김해시"
"185","경기도 광명시 일직동","집합","5**","양지로","일반상업","업무","25m이상","43.68"," ","28,900","16","-","-","202301","31","","2021","-","중개거래","경기 광명시"
"186","서울특별시 강동구 천호동","일반","2**","상암로","준주거","제2종근린생활","25m미만","8171.26","11.84","15,600","","-","-","202301","31","지분","1992","-","직거래","-"
"187","경기도 광명시 일직동","집합","5**","새빛공원로","준주거","제2종근린생활","25m이상","38.68"," ","22,500","","-","-","202301","31","","2019","-","직거래","-"
"188","전북특별자치도 완주군 삼례읍 하리","일반","5**","하리로","자연녹지","기타","8m미만","261.97","591.00","35,350","","-","-","202301","31","","1995","-","중개거래","전북 전주덕진구 전북 전주완산구"
"189","전북특별자치도 완주군 용진읍 신지리","일반","1***","신지송광로","계획관리","제2종근린생활","12m미만","199.50","502.00","27,000","","-","-","202301","31","","2015","-","중개거래","전북 완주군"
"190","전북특별자치도 완주군 용진읍 신지리","일반","1***","신지송광로","계획관리","제2종근린생활","12m미만","199.50","502.00","27,000","","-","-","202301","31","","2015","-","중개거래","전북 완주군"
"191","서울특별시 은평구 불광동","집합","2**","통일로68가길","제2종일반주거","제1종근린생활","8m미만","47.51"," ","20,250","1","-","-","202301","31","","2002","-","중개거래","서울 은평구"
"192","서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","판매","25m이상","27.34"," ","56,800","1","-","-","202301","31","","2007","-","직거래","-"
"193","충청남도 금산군 금산읍 상리","일반","3**","진산로","자연녹지","제2종근린생활","25m이상","368.06","958.00","80,000","","-","-","202301","31","","2002","-","중개거래","충남 금산군"
"194","서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","112.28"," ","60,000","3","-","-","202301","31","","2007","-","직거래","-"
"195","서울특별시 강동구 천호동","집합","4**","올림픽로","일반상업","기타","25m이상","142.78"," ","80,000","3","-","-","202301","31","","2007","-","직거래","-"
"196","경기도 양주시 남면 신산리","일반","3**","감악산로244번길","제2종일반주거","제1종근린생활","12m미만","133.81","646.00","31,777","","-","-","202301","31","","1994","-","중개거래","서울 노원구"
"197","경상남도 사천시 벌리동","집합","9*","벌리1길","제2종일반주거","제1종근린생활","12m미만","105.98"," ","6,000","2","-","-","202301","31","","1998","-","직거래","-"
"198","충청남도 금산군 금산읍 중도리","집합","*","","일반상업","판매","12m미만","32.13"," ","239","","-","-","202301","31","","1986","-","직거래","-"
"199","경기도 고양시 덕양구 원흥동","집합","6**","원흥5로","일반상업","판매","25m이상","40.47"," ","86,000","1","-","-","202301","31","","2018","-","중개거래","경기 고양덕양구"
"200","경기도 동두천시 생연동","일반","8**","강변로","제2종일반주거","제2종근린생활","25m미만","96.60","338.00","61,000","","-","-","202301","31","","2006","-","직거래","-"
"201","경상남도 진주시 상평동","일반","2**","대신로103번길","준공업","제2종근린생활","8m미만","122.40","210.30","27,000","","-","-","202301","31","","1993","-","직거래","-"
"202","충청남도 천안시 서북구 성환읍 와룡리","일반","2**","와우2길","계획관리","제2종근린생활","8m미만","330.24","926.00","27,500","","-","-","202301","31","","1997","-","중개거래","충남 천안서북구"
"203","인천광역시 강화군 내가면 고천리","일반","1***","고비고개로743번길","농림","제2종근린생활","8m미만","110.16","398.00","25,000","","-","-","202301","31","","2021","-","직거래","-"
"204","경상남도 진주시 장대동","일반","9*","장대로10번길","일반상업","제1종근린생활","8m미만","60.77","48.20","7,500","","-","-","202301","31","","1971","-","직거래","-"
"205","경상남도 진주시 본성동","일반","*","비봉로","일반상업","제2종근린생활","12m미만","822.73","212.50","150,000","","-","-","202301","31","","1990","-","직거래","-"
"206","경기도 구리시 인창동","집합","6**","건원대로34번길","준주거","제2종근린생활","25m미만","24.25"," ","4,800","","-","-","202301","31","","1997","-","직거래","-"
"207","경기도 고양시 덕양구 원흥동","집합","6**","원흥5로","일반상업","판매","25m이상","40.46"," ","86,000","1","-","-","202301","31","","2018","-","중개거래","경기 고양덕양구"
"208","서울특별시 강북구 미아동","집합","1***","솔샘로","제3종일반주거","제2종근린생활","25m미만","16.65"," ","16,000","2","-","-","202301","31","","2004","20230222","중개거래","서울 강남구"
"209","서울특별시 강북구 미아동","집합","1***","솔샘로","제3종일반주거","제1종근린생활","25m미만","16.65"," ","16,000","2","-","-","202301","31","","2004","20230222","중개거래","서울 강남구"
"210","인천광역시 미추홀구 주안동","집합","1***","경인로","일반상업","제1종근린생활","25m이상","61.41"," ","25,000","7","-","-","202301","31","","2022","-","직거래","-"
"211","서울특별시 강북구 미아동","집합","1***","솔샘로","제3종일반주거","제1종근린생활","25m미만","16.65"," ","16,000","2","-","-","202301","31","","2004","20230222","중개거래","서울 강남구"
"212","인천광역시 서구 왕길동","일반","1**","원당대로480번길","자연녹지","제1종근린생활","8m미만","300.00","1560.00","207,900","","-","-","202301","31","","","20230310","중개거래","인천 서구"
"213","경기도 용인시 수지구 신봉동","집합","5*","신봉1로48번길","제2종일반주거","교육연구","12m미만","119.34"," ","26,000","2","-","-","202301","31","","2004","-","중개거래","경기 성남분당구 경기 용인수지구"
"214","충청남도 보령시 남포면 봉덕리","일반","3**","봉덕삼현길","계획관리","제2종근린생활","8m미만","131.44","370.00","10,000","","-","-","202301","31","","2011","-","직거래","-"
"215","인천광역시 서구 원당동","집합","1***","이음5로","제1종일반주거","제2종근린생활","-","58.59"," ","24,517","6","-","-","202301","30","","2021","-","직거래","-"
"216","부산광역시 사하구 다대동","집합","1**","다대로","제3종일반주거","제2종근린생활","25m이상","19.80"," ","2,750","","-","-","202301","30","","1993","-","직거래","-"
